run_id	sequence_accession	score	percent_identity	n_reads	viral_name
SRR5048112	NC_007605.1	100	98	35147	Epstein-Barr virus
SRR5908804	NC_007605.1	91	99	60252	Epstein-Barr virus
SRR519914	NC_007605.1	99	99	585494	Epstein-Barr virus
SRR427098	NC_007605.1	53	99	206	Epstein-Barr virus
SRR5970493	NC_007605.1	97	100	330303	Epstein-Barr virus
SRR5713923	NC_007605.1	98	99	100808	Epstein-Barr virus
SRR5970494	NC_007605.1	97	100	1242115	Epstein-Barr virus
SRR5908807	NC_007605.1	84	99	11344	Epstein-Barr virus
SRR519915	NC_007605.1	99	99	464058	Epstein-Barr virus
SRR5970495	NC_007605.1	97	100	140743	Epstein-Barr virus
SRR5048115	NC_007605.1	98	99	188424	Epstein-Barr virus
SRR5713924	NC_007605.1	98	99	5902	Epstein-Barr virus
SRR592692	NC_007605.1	53	98	55428	Epstein-Barr virus
SRR592693	NC_007605.1	60	99	66093	Epstein-Barr virus
SRR592694	NC_007605.1	52	100	32930	Epstein-Barr virus
SRR592695	NC_007605.1	57	100	118290	Epstein-Barr virus
SRR5970496	NC_007605.1	97	100	276690	Epstein-Barr virus
SRR5908811	NC_007605.1	90	99	19249	Epstein-Barr virus
SRR5048116	NC_007605.1	98	99	200967	Epstein-Barr virus
SRR519916	NC_007605.1	99	99	278528	Epstein-Barr virus
SRR5970497	NC_007605.1	97	100	1257149	Epstein-Barr virus
SRR5908812	NC_007605.1	59	99	1005	Epstein-Barr virus
SRR5908813	NC_007605.1	53	99	18179	Epstein-Barr virus
SRR5970498	NC_007605.1	97	100	308052	Epstein-Barr virus
SRR5908815	NC_007605.1	69	99	9919	Epstein-Barr virus
SRR5754716	NC_007605.1	97	100	5422	Epstein-Barr virus
SRR5970499	NC_007605.1	96	100	800413	Epstein-Barr virus
SRR5419321	NC_007605.1	100	98	8640	Epstein-Barr virus
SRR5419322	NC_007605.1	98	98	5093	Epstein-Barr virus
SRR5754718	NC_007605.1	97	100	2560	Epstein-Barr virus
SRR5970500	NC_007605.1	96	100	1245086	Epstein-Barr virus
SRR567561	NC_007605.1	100	100	953934	Epstein-Barr virus
SRR5713926	NC_007605.1	98	99	611442	Epstein-Barr virus
SRR519917	NC_007605.1	100	99	568204	Epstein-Barr virus
SRR5713927	NC_007605.1	99	99	9304	Epstein-Barr virus
SRR567562	NC_007605.1	100	100	1038211	Epstein-Barr virus
SRR5713928	NC_007605.1	91	100	335	Epstein-Barr virus
SRR5908817	NC_007605.1	87	99	2540	Epstein-Barr virus
SRR519918	NC_007605.1	100	99	437169	Epstein-Barr virus
SRR5908823	NC_007605.1	66	99	4632	Epstein-Barr virus
SRR519919	NC_007605.1	100	99	77109	Epstein-Barr virus
SRR521531	NC_007605.1	99	99	749652	Epstein-Barr virus
SRR5908825	NC_007605.1	72	99	15548	Epstein-Barr virus
SRR521532	NC_007605.1	100	98	667058	Epstein-Barr virus
SRR521533	NC_007605.1	100	99	385701	Epstein-Barr virus
SRR519920	NC_007605.1	100	98	47421	Epstein-Barr virus
SRR5908830	NC_007605.1	89	98	7572	Epstein-Barr virus
SRR519921	NC_007605.1	99	99	375276	Epstein-Barr virus
SRR5338523	NC_007605.1	50	99	134	Epstein-Barr virus
SRR5338524	NC_007605.1	92	99	624	Epstein-Barr virus
SRR521534	NC_007605.1	99	99	559536	Epstein-Barr virus
SRR519922	NC_007605.1	98	99	70833	Epstein-Barr virus
SRR521535	NC_007605.1	100	96	310387	Epstein-Barr virus
SRR390542	NC_007605.1	76	100	4646	Epstein-Barr virus
SRR519923	NC_007605.1	99	99	102389	Epstein-Barr virus
SRR390543	NC_007605.1	76	100	4185	Epstein-Barr virus
SRR521536	NC_007605.1	100	98	157486	Epstein-Barr virus
SRR390544	NC_007605.1	81	100	4631	Epstein-Barr virus
SRR521537	NC_007605.1	100	98	218505	Epstein-Barr virus
SRR390545	NC_007605.1	80	100	4159	Epstein-Barr virus
SRR4888713	NC_007605.1	62	99	460	Epstein-Barr virus
SRR5908839	NC_007605.1	75	99	6558	Epstein-Barr virus
SRR5908840	NC_007605.1	53	99	13628	Epstein-Barr virus
SRR5908841	NC_007605.1	84	99	38848	Epstein-Barr virus
SRR5715083	NC_007605.1	97	100	245682	Epstein-Barr virus
SRR5908842	NC_007605.1	61	99	489	Epstein-Barr virus
SRR5715093	NC_007605.1	97	100	73188	Epstein-Barr virus
SRR5715096	NC_007605.1	97	100	149796	Epstein-Barr virus
SRR5512665	NC_007605.1	100	98	640713	Epstein-Barr virus
SRR5908844	NC_007605.1	73	99	5287	Epstein-Barr virus
SRR5512666	NC_007605.1	100	98	709357	Epstein-Barr virus
SRR5512667	NC_007605.1	100	98	382868	Epstein-Barr virus
SRR5908846	NC_007605.1	68	99	16930	Epstein-Barr virus
SRR390727	NC_007605.1	100	99	6376	Epstein-Barr virus
SRR5908852	NC_007605.1	59	98	3826	Epstein-Barr virus
SRR5678361	NC_007605.1	97	100	80488	Epstein-Barr virus
SRR6108706	NC_007605.1	97	100	57498	Epstein-Barr virus
SRR6108707	NC_007605.1	97	100	50171	Epstein-Barr virus
SRR6108708	NC_007605.1	96	100	117215	Epstein-Barr virus
SRR6050504	NC_007605.1	97	99	1603145	Epstein-Barr virus
SRR5908859	NC_007605.1	80	99	4668	Epstein-Barr virus
SRR6108709	NC_007605.1	97	100	116483	Epstein-Barr virus
SRR6108710	NC_007605.1	97	100	55934	Epstein-Barr virus
SRR5678362	NC_007605.1	97	100	69558	Epstein-Barr virus
SRR6050505	NC_007605.1	97	100	1366257	Epstein-Barr virus
SRR5678363	NC_007605.1	98	99	31207	Epstein-Barr virus
SRR6108711	NC_007605.1	97	100	49874	Epstein-Barr virus
SRR5678364	NC_007605.1	97	100	31195	Epstein-Barr virus
SRR6108712	NC_007605.1	97	100	182455	Epstein-Barr virus
SRR5678365	NC_007605.1	97	100	54917	Epstein-Barr virus
SRR6108713	NC_007605.1	97	100	175067	Epstein-Barr virus
SRR5678366	NC_007605.1	97	100	41391	Epstein-Barr virus
SRR5678367	NC_007605.1	97	100	80337	Epstein-Barr virus
SRR6108714	NC_007605.1	96	100	50600	Epstein-Barr virus
SRR6108715	NC_007605.1	97	100	40244	Epstein-Barr virus
SRR6108716	NC_007605.1	97	100	164605	Epstein-Barr virus
SRR6050506	NC_007605.1	98	99	1879604	Epstein-Barr virus
SRR6050507	NC_007605.1	97	100	1499114	Epstein-Barr virus
SRR6050508	NC_007605.1	97	100	1844811	Epstein-Barr virus
SRR6108717	NC_007605.1	97	100	174908	Epstein-Barr virus
SRR6050509	NC_007605.1	97	100	1598621	Epstein-Barr virus
SRR6050510	NC_007605.1	98	99	2019804	Epstein-Barr virus
SRR6050511	NC_007605.1	97	100	1609043	Epstein-Barr virus
SRR6050512	NC_007605.1	97	100	1647392	Epstein-Barr virus
SRR6050513	NC_007605.1	97	100	1413925	Epstein-Barr virus
SRR6050514	NC_007605.1	98	99	2167329	Epstein-Barr virus
SRR5512756	NC_007605.1	100	96	438073	Epstein-Barr virus
SRR5338994	NC_007605.1	91	99	548	Epstein-Barr virus
SRR5512757	NC_007605.1	100	96	796466	Epstein-Barr virus
SRR6168197	NC_007605.1	50	96	125	Epstein-Barr virus
SRR5273606	NC_007605.1	85	98	535	Epstein-Barr virus
SRR6050515	NC_007605.1	97	100	1733380	Epstein-Barr virus
SRR5512758	NC_007605.1	100	97	231719	Epstein-Barr virus
SRR5512759	NC_007605.1	100	98	291883	Epstein-Barr virus
SRR6050516	NC_007605.1	97	99	1656283	Epstein-Barr virus
SRR6050517	NC_007605.1	97	100	1412526	Epstein-Barr virus
SRR6050518	NC_007605.1	98	99	2032112	Epstein-Barr virus
SRR6050519	NC_007605.1	97	100	1692963	Epstein-Barr virus
SRR5512760	NC_007605.1	100	97	456708	Epstein-Barr virus
SRR6050520	NC_007605.1	97	100	1451658	Epstein-Barr virus
SRR5512761	NC_007605.1	100	98	380650	Epstein-Barr virus
SRR5512762	NC_007605.1	100	97	292626	Epstein-Barr virus
SRR5512763	NC_007605.1	100	97	276683	Epstein-Barr virus
SRR5512764	NC_007605.1	100	98	129231	Epstein-Barr virus
SRR5512765	NC_007605.1	100	97	614480	Epstein-Barr virus
SRR5512766	NC_007605.1	100	97	241846	Epstein-Barr virus
SRR5512767	NC_007605.1	100	97	320101	Epstein-Barr virus
SRR5882249	NC_007605.1	66	99	652	Epstein-Barr virus
SRR5512768	NC_007605.1	100	96	180237	Epstein-Barr virus
SRR5339080	NC_007605.1	91	99	566	Epstein-Barr virus
SRR5512769	NC_007605.1	100	97	231588	Epstein-Barr virus
SRR6050521	NC_007605.1	97	100	1239234	Epstein-Barr virus
SRR5512770	NC_007605.1	100	97	397023	Epstein-Barr virus
SRR6050522	NC_007605.1	98	99	2122313	Epstein-Barr virus
SRR5512771	NC_007605.1	100	98	368953	Epstein-Barr virus
SRR6050523	NC_007605.1	97	100	1679238	Epstein-Barr virus
SRR5512772	NC_007605.1	100	97	569248	Epstein-Barr virus
SRR5512773	NC_007605.1	100	98	301351	Epstein-Barr virus
SRR5512774	NC_007605.1	100	97	362927	Epstein-Barr virus
SRR6235476	NC_007605.1	53	99	161	Epstein-Barr virus
SRR6235523	NC_007605.1	96	99	622	Epstein-Barr virus
SRR5512775	NC_007605.1	100	97	291489	Epstein-Barr virus
SRR5512776	NC_007605.1	100	97	308208	Epstein-Barr virus
SRR5512777	NC_007605.1	100	97	303006	Epstein-Barr virus
SRR5048187	NC_007605.1	100	98	100912	Epstein-Barr virus
SRR6235576	NC_007605.1	50	99	202	Epstein-Barr virus
SRR5512778	NC_007605.1	100	97	220797	Epstein-Barr virus
SRR5048188	NC_007605.1	100	99	109393	Epstein-Barr virus
SRR5512779	NC_007605.1	100	96	188398	Epstein-Barr virus
SRR5512780	NC_007605.1	100	96	449669	Epstein-Barr virus
SRR5512781	NC_007605.1	100	96	176534	Epstein-Barr virus
SRR5512782	NC_007605.1	100	97	145868	Epstein-Barr virus
SRR5512783	NC_007605.1	100	97	178425	Epstein-Barr virus
SRR5512784	NC_007605.1	100	96	762392	Epstein-Barr virus
SRR5445381	NC_007605.1	100	99	37925	Epstein-Barr virus
SRR5512785	NC_007605.1	100	96	269777	Epstein-Barr virus
SRR6059117	NC_007605.1	100	98	1576	Epstein-Barr virus
SRR6059122	NC_007605.1	79	98	404	Epstein-Barr virus
SRR6235768	NC_007605.1	83	99	342	Epstein-Barr virus
SRR6235781	NC_007605.1	88	99	465	Epstein-Barr virus
SRR5457673	NC_007605.1	92	100	7312	Epstein-Barr virus
SRR5457674	NC_007605.1	95	100	8859	Epstein-Barr virus
SRR5445393	NC_007605.1	100	99	26300	Epstein-Barr virus
SRR6241862	NC_007605.1	80	99	13764	Epstein-Barr virus
SRR6235851	NC_007605.1	90	99	541	Epstein-Barr virus
SRR6241865	NC_007605.1	67	99	3723	Epstein-Barr virus
SRR5741787	NC_007605.1	98	99	48952	Epstein-Barr virus
SRR5741788	NC_007605.1	98	99	60866	Epstein-Barr virus
SRR6241868	NC_007605.1	100	99	55456	Epstein-Barr virus
SRR5741789	NC_007605.1	97	100	189111	Epstein-Barr virus
SRR5741790	NC_007605.1	97	100	149622	Epstein-Barr virus
SRR5741791	NC_007605.1	97	100	47209	Epstein-Barr virus
SRR5741792	NC_007605.1	97	100	62483	Epstein-Barr virus
SRR5876931	NC_007605.1	100	100	171733	Epstein-Barr virus
SRR5741793	NC_007605.1	97	100	74824	Epstein-Barr virus
SRR5741794	NC_007605.1	97	100	141834	Epstein-Barr virus
SRR5876932	NC_007605.1	100	100	182600	Epstein-Barr virus
SRR5741795	NC_007605.1	97	100	148809	Epstein-Barr virus
SRR5741796	NC_007605.1	98	99	63240	Epstein-Barr virus
SRR5741797	NC_007605.1	98	99	80266	Epstein-Barr virus
SRR5741798	NC_007605.1	98	99	80022	Epstein-Barr virus
SRR5876933	NC_007605.1	100	99	480288	Epstein-Barr virus
SRR5741799	NC_007605.1	98	99	97763	Epstein-Barr virus
SRR5741800	NC_007605.1	97	100	43814	Epstein-Barr virus
SRR5876934	NC_007605.1	100	99	578487	Epstein-Barr virus
SRR5741801	NC_007605.1	97	100	18312	Epstein-Barr virus
SRR5741802	NC_007605.1	98	99	80145	Epstein-Barr virus
SRR5741803	NC_007605.1	97	99	99875	Epstein-Barr virus
SRR5741805	NC_007605.1	98	99	56382	Epstein-Barr virus
SRR5741804	NC_007605.1	97	100	11055	Epstein-Barr virus
SRR5741806	NC_007605.1	98	99	70704	Epstein-Barr virus
SRR5741807	NC_007605.1	97	100	9557	Epstein-Barr virus
SRR5741808	NC_007605.1	98	99	59875	Epstein-Barr virus
SRR5741809	NC_007605.1	98	99	61813	Epstein-Barr virus
SRR5741810	NC_007605.1	97	100	14678	Epstein-Barr virus
SRR5741811	NC_007605.1	89	100	5788	Epstein-Barr virus
SRR5741812	NC_007605.1	85	100	2267	Epstein-Barr virus
SRR5741813	NC_007605.1	98	99	70954	Epstein-Barr virus
SRR5741814	NC_007605.1	98	99	71843	Epstein-Barr virus
SRR5741815	NC_007605.1	97	100	10693	Epstein-Barr virus
SRR5741816	NC_007605.1	97	100	20151	Epstein-Barr virus
SRR5741817	NC_007605.1	97	100	28433	Epstein-Barr virus
SRR5741818	NC_007605.1	97	100	11564	Epstein-Barr virus
SRR5741819	NC_007605.1	87	100	5798	Epstein-Barr virus
SRR5741820	NC_007605.1	98	99	51339	Epstein-Barr virus
SRR5470488	NC_007605.1	100	100	10053	Epstein-Barr virus
SRR5741821	NC_007605.1	97	99	52075	Epstein-Barr virus
SRR5470489	NC_007605.1	73	99	1525	Epstein-Barr virus
SRR5741822	NC_007605.1	98	99	88746	Epstein-Barr virus
SRR5741823	NC_007605.1	98	99	89540	Epstein-Barr virus
SRR5741824	NC_007605.1	97	100	57679	Epstein-Barr virus
SRR5741825	NC_007605.1	97	100	38498	Epstein-Barr virus
SRR5741826	NC_007605.1	97	100	42006	Epstein-Barr virus
SRR5741828	NC_007605.1	97	100	63924	Epstein-Barr virus
SRR5741827	NC_007605.1	97	100	44177	Epstein-Barr virus
SRR5741829	NC_007605.1	97	100	75502	Epstein-Barr virus
SRR5741830	NC_007605.1	97	100	92584	Epstein-Barr virus
SRR5741831	NC_007605.1	97	99	80527	Epstein-Barr virus
SRR5741832	NC_007605.1	97	100	81743	Epstein-Barr virus
SRR5741833	NC_007605.1	97	100	82424	Epstein-Barr virus
SRR5741834	NC_007605.1	97	100	82829	Epstein-Barr virus
SRR5741835	NC_007605.1	84	100	3887	Epstein-Barr virus
SRR5741836	NC_007605.1	78	100	1896	Epstein-Barr virus
SRR5741837	NC_007605.1	97	100	67904	Epstein-Barr virus
SRR5741838	NC_007605.1	97	99	67110	Epstein-Barr virus
SRR5741839	NC_007605.1	97	100	14214	Epstein-Barr virus
SRR5741840	NC_007605.1	97	100	6654	Epstein-Barr virus
SRR5741841	NC_007605.1	97	100	85840	Epstein-Barr virus
SRR5741842	NC_007605.1	97	100	86307	Epstein-Barr virus
SRR5741843	NC_007605.1	97	100	12982	Epstein-Barr virus
SRR5741844	NC_007605.1	97	100	104769	Epstein-Barr virus
SRR5741845	NC_007605.1	97	99	104883	Epstein-Barr virus
SRR5741846	NC_007605.1	97	100	74595	Epstein-Barr virus
SRR5741847	NC_007605.1	97	100	134529	Epstein-Barr virus
SRR5741848	NC_007605.1	98	99	64417	Epstein-Barr virus
SRR5741849	NC_007605.1	98	99	63827	Epstein-Barr virus
SRR5741850	NC_007605.1	97	100	181936	Epstein-Barr virus
SRR5741851	NC_007605.1	88	100	6593	Epstein-Barr virus
SRR5741852	NC_007605.1	97	100	5475	Epstein-Barr virus
SRR5741853	NC_007605.1	97	100	12236	Epstein-Barr virus
SRR5741854	NC_007605.1	98	99	55778	Epstein-Barr virus
SRR5741855	NC_007605.1	98	99	55404	Epstein-Barr virus
SRR5741856	NC_007605.1	100	99	234162	Epstein-Barr virus
SRR5741857	NC_007605.1	100	99	354129	Epstein-Barr virus
SRR5741858	NC_007605.1	100	98	322039	Epstein-Barr virus
SRR5741859	NC_007605.1	100	99	357571	Epstein-Barr virus
SRR5741860	NC_007605.1	100	99	281840	Epstein-Barr virus
SRR5741861	NC_007605.1	99	99	301228	Epstein-Barr virus
SRR5741862	NC_007605.1	100	99	263047	Epstein-Barr virus
SRR5741863	NC_007605.1	100	99	304277	Epstein-Barr virus
SRR5741864	NC_007605.1	100	99	320388	Epstein-Barr virus
SRR5741865	NC_007605.1	100	99	256034	Epstein-Barr virus
SRR5741866	NC_007605.1	100	99	369936	Epstein-Barr virus
SRR5741867	NC_007605.1	99	99	339142	Epstein-Barr virus
SRR639223	NC_007605.1	99	99	64901	Epstein-Barr virus
SRR5997807	NC_007605.1	100	96	1130	Epstein-Barr virus
SRR4934311	NC_007605.1	100	99	30378	Epstein-Barr virus
SRR4934495	NC_007605.1	99	99	41448	Epstein-Barr virus
SRR4934687	NC_007605.1	100	99	44940	Epstein-Barr virus
SRR4934799	NC_007605.1	100	99	30912	Epstein-Barr virus
SRR4934910	NC_007605.1	99	99	47888	Epstein-Barr virus
SRR4934934	NC_007605.1	98	99	21117	Epstein-Barr virus
SRR4934935	NC_007605.1	99	99	28287	Epstein-Barr virus
SRR4934936	NC_007605.1	100	99	52497	Epstein-Barr virus
SRR4934937	NC_007605.1	96	99	27884	Epstein-Barr virus
SRR5665260	NC_007605.1	97	100	127324	Epstein-Barr virus
SRR5627038	NC_007605.1	97	100	3112	Epstein-Barr virus
SRR5627039	NC_007605.1	94	100	2251	Epstein-Barr virus
SRR5627040	NC_007605.1	97	100	2924	Epstein-Barr virus
SRR5627041	NC_007605.1	97	100	3190	Epstein-Barr virus
SRR5627042	NC_007605.1	97	100	5744	Epstein-Barr virus
SRR5627043	NC_007605.1	94	100	6369	Epstein-Barr virus
SRR5627044	NC_007605.1	94	100	4509	Epstein-Barr virus
SRR5627045	NC_007605.1	94	100	4896	Epstein-Barr virus
SRR5627046	NC_007605.1	97	100	4015	Epstein-Barr virus
SRR5627047	NC_007605.1	97	100	7364	Epstein-Barr virus
SRR5627048	NC_007605.1	97	100	3189	Epstein-Barr virus
SRR5627049	NC_007605.1	97	100	4868	Epstein-Barr virus
SRR5627050	NC_007605.1	97	100	8275	Epstein-Barr virus
SRR5627051	NC_007605.1	97	100	6945	Epstein-Barr virus
SRR5627052	NC_007605.1	97	100	7503	Epstein-Barr virus
SRR5627053	NC_007605.1	97	100	11201	Epstein-Barr virus
SRR5627054	NC_007605.1	97	100	2589	Epstein-Barr virus
SRR5627055	NC_007605.1	97	100	6162	Epstein-Barr virus
SRR6313428	NC_007605.1	69	99	3341	Epstein-Barr virus
SRR5627056	NC_007605.1	97	100	3318	Epstein-Barr virus
SRR5627057	NC_007605.1	94	100	1791	Epstein-Barr virus
SRR5627058	NC_007605.1	94	100	6606	Epstein-Barr virus
SRR5627059	NC_007605.1	94	100	6359	Epstein-Barr virus
SRR5627060	NC_007605.1	97	100	6604	Epstein-Barr virus
SRR5627061	NC_007605.1	97	100	7145	Epstein-Barr virus
SRR5627062	NC_007605.1	97	100	3812	Epstein-Barr virus
SRR5471042	NC_007605.1	97	100	13599	Epstein-Barr virus
SRR5627063	NC_007605.1	97	100	2974	Epstein-Barr virus
SRR5471043	NC_007605.1	98	99	13327	Epstein-Barr virus
SRR5627064	NC_007605.1	97	100	6833	Epstein-Barr virus
SRR5471045	NC_007605.1	98	99	19142	Epstein-Barr virus
SRR6313429	NC_007605.1	71	99	3185	Epstein-Barr virus
SRR6313430	NC_007605.1	69	99	2522	Epstein-Barr virus
SRR5627065	NC_007605.1	97	100	3381	Epstein-Barr virus
SRR6313431	NC_007605.1	56	99	2687	Epstein-Barr virus
SRR6313432	NC_007605.1	61	99	2378	Epstein-Barr virus
SRR5627066	NC_007605.1	97	100	9726	Epstein-Barr virus
SRR6313433	NC_007605.1	66	99	2467	Epstein-Barr virus
SRR6313434	NC_007605.1	67	99	3270	Epstein-Barr virus
SRR5627067	NC_007605.1	97	100	7565	Epstein-Barr virus
SRR6313435	NC_007605.1	60	99	2505	Epstein-Barr virus
SRR6313436	NC_007605.1	59	99	1885	Epstein-Barr virus
SRR6313439	NC_007605.1	65	99	2215	Epstein-Barr virus
SRR6313437	NC_007605.1	57	99	1691	Epstein-Barr virus
SRR6313438	NC_007605.1	57	99	1971	Epstein-Barr virus
SRR6313440	NC_007605.1	62	99	2645	Epstein-Barr virus
SRR6313441	NC_007605.1	62	99	2725	Epstein-Barr virus
SRR6313442	NC_007605.1	65	99	3578	Epstein-Barr virus
SRR6313443	NC_007605.1	60	99	2994	Epstein-Barr virus
SRR6313444	NC_007605.1	66	99	2518	Epstein-Barr virus
SRR6313445	NC_007605.1	53	99	1716	Epstein-Barr virus
SRR6207211	NC_007605.1	59	100	1100	Epstein-Barr virus
SRR6313446	NC_007605.1	51	99	1333	Epstein-Barr virus
SRR6313448	NC_007605.1	59	99	1891	Epstein-Barr virus
SRR6207212	NC_007605.1	57	100	961	Epstein-Barr virus
SRR6313449	NC_007605.1	55	99	1829	Epstein-Barr virus
SRR6313450	NC_007605.1	51	99	1529	Epstein-Barr virus
SRR5627068	NC_007605.1	97	100	6745	Epstein-Barr virus
SRR6313452	NC_007605.1	56	99	2750	Epstein-Barr virus
SRR5627069	NC_007605.1	97	100	11549	Epstein-Barr virus
SRR6313453	NC_007605.1	63	99	3180	Epstein-Barr virus
SRR5627070	NC_007605.1	97	100	5905	Epstein-Barr virus
SRR5627071	NC_007605.1	97	100	4294	Epstein-Barr virus
SRR5627072	NC_007605.1	97	100	3838	Epstein-Barr virus
SRR5627073	NC_007605.1	94	100	3779	Epstein-Barr virus
SRR5627074	NC_007605.1	97	100	11387	Epstein-Barr virus
SRR5627075	NC_007605.1	97	100	9497	Epstein-Barr virus
SRR5627076	NC_007605.1	97	100	17299	Epstein-Barr virus
SRR6313458	NC_007605.1	57	99	2621	Epstein-Barr virus
SRR6313454	NC_007605.1	58	99	2837	Epstein-Barr virus
SRR5627077	NC_007605.1	94	100	6134	Epstein-Barr virus
SRR6313455	NC_007605.1	56	99	2719	Epstein-Barr virus
SRR6313456	NC_007605.1	56	99	2152	Epstein-Barr virus
SRR6313457	NC_007605.1	54	99	1930	Epstein-Barr virus
SRR6313459	NC_007605.1	50	99	1975	Epstein-Barr virus
SRR6413794	NC_007605.1	93	98	2474	Epstein-Barr virus
SRR6413795	NC_007605.1	65	98	411	Epstein-Barr virus
SRR6413797	NC_007605.1	100	98	15031	Epstein-Barr virus
SRR6413798	NC_007605.1	100	98	17674	Epstein-Barr virus
SRR6413799	NC_007605.1	90	99	6428	Epstein-Barr virus
SRR6242978	NC_007605.1	83	99	413	Epstein-Barr virus
SRR6413801	NC_007605.1	92	99	21343	Epstein-Barr virus
SRR6313490	NC_007605.1	56	99	990	Epstein-Barr virus
SRR6192656	NC_007605.1	97	100	1273391	Epstein-Barr virus
SRR6343608	NC_007605.1	97	100	85946	Epstein-Barr virus
SRR6192658	NC_007605.1	97	100	78405	Epstein-Barr virus
SRR6192660	NC_007605.1	97	100	725798	Epstein-Barr virus
SRR6192664	NC_007605.1	97	100	858899	Epstein-Barr virus
SRR6192679	NC_007605.1	97	100	908137	Epstein-Barr virus
SRR6192693	NC_007605.1	97	100	907917	Epstein-Barr virus
SRR6192695	NC_007605.1	97	100	1167872	Epstein-Barr virus
SRR6192697	NC_007605.1	97	100	869405	Epstein-Barr virus
SRR6192699	NC_007605.1	97	100	1619553	Epstein-Barr virus
SRR6192701	NC_007605.1	97	100	1331741	Epstein-Barr virus
SRR6192710	NC_007605.1	97	100	619884	Epstein-Barr virus
SRR6192712	NC_007605.1	97	100	750578	Epstein-Barr virus
SRR6243072	NC_007605.1	97	99	681	Epstein-Barr virus
SRR5928355	NC_007605.1	54	99	420	Epstein-Barr virus
SRR6145079	NC_007605.1	100	99	554	Epstein-Barr virus
SRR6233752	NC_007605.1	100	99	36430	Epstein-Barr virus
SRR6233753	NC_007605.1	100	99	52625	Epstein-Barr virus
SRR6233754	NC_007605.1	100	99	50135	Epstein-Barr virus
SRR6233755	NC_007605.1	100	99	27862	Epstein-Barr virus
SRR6233756	NC_007605.1	100	99	33095	Epstein-Barr virus
SRR6233757	NC_007605.1	96	99	25409	Epstein-Barr virus
SRR6233758	NC_007605.1	99	99	29335	Epstein-Barr virus
SRR6233759	NC_007605.1	100	99	27561	Epstein-Barr virus
SRR6233761	NC_007605.1	99	99	32216	Epstein-Barr virus
SRR6233760	NC_007605.1	100	99	21966	Epstein-Barr virus
SRR6233762	NC_007605.1	100	99	35568	Epstein-Barr virus
SRR6233763	NC_007605.1	100	99	79020	Epstein-Barr virus
SRR6233764	NC_007605.1	99	99	33994	Epstein-Barr virus
SRR6233765	NC_007605.1	100	99	28201	Epstein-Barr virus
SRR6233766	NC_007605.1	99	99	46787	Epstein-Barr virus
SRR6233767	NC_007605.1	100	99	47996	Epstein-Barr virus
SRR6233768	NC_007605.1	100	99	69533	Epstein-Barr virus
SRR6233769	NC_007605.1	100	99	37778	Epstein-Barr virus
SRR6233770	NC_007605.1	100	99	24462	Epstein-Barr virus
SRR6233771	NC_007605.1	100	99	43158	Epstein-Barr virus
SRR6233772	NC_007605.1	100	99	50131	Epstein-Barr virus
SRR6233773	NC_007605.1	100	99	26452	Epstein-Barr virus
SRR6233774	NC_007605.1	100	99	27501	Epstein-Barr virus
SRR6233775	NC_007605.1	100	99	24613	Epstein-Barr virus
SRR6233776	NC_007605.1	100	99	57367	Epstein-Barr virus
SRR6233777	NC_007605.1	100	99	64951	Epstein-Barr virus
SRR6233778	NC_007605.1	99	99	25941	Epstein-Barr virus
SRR6233779	NC_007605.1	99	99	39392	Epstein-Barr virus
SRR6233780	NC_007605.1	100	99	33544	Epstein-Barr virus
SRR653897	NC_007605.1	98	99	144004	Epstein-Barr virus
SRR6233781	NC_007605.1	100	99	45724	Epstein-Barr virus
SRR6233782	NC_007605.1	100	99	48835	Epstein-Barr virus
SRR6233783	NC_007605.1	99	99	25651	Epstein-Barr virus
SRR6233784	NC_007605.1	100	99	37120	Epstein-Barr virus
SRR6233785	NC_007605.1	100	99	22430	Epstein-Barr virus
SRR6233786	NC_007605.1	100	99	28228	Epstein-Barr virus
SRR6233787	NC_007605.1	99	99	25852	Epstein-Barr virus
SRR6233788	NC_007605.1	100	99	46358	Epstein-Barr virus
SRR6233789	NC_007605.1	99	99	34285	Epstein-Barr virus
SRR6233790	NC_007605.1	100	99	31965	Epstein-Barr virus
SRR6233791	NC_007605.1	100	99	40881	Epstein-Barr virus
SRR5862201	NC_007605.1	100	99	15113	Epstein-Barr virus
SRR6316201	NC_007605.1	92	100	2135	Epstein-Barr virus
SRR6144223	NC_007605.1	96	99	26314	Epstein-Barr virus
SRR6144224	NC_007605.1	96	99	24757	Epstein-Barr virus
SRR6144225	NC_007605.1	100	99	52498	Epstein-Barr virus
SRR6144226	NC_007605.1	100	99	30199	Epstein-Barr virus
SRR6144227	NC_007605.1	100	99	33261	Epstein-Barr virus
SRR6144228	NC_007605.1	100	99	31335	Epstein-Barr virus
SRR6144229	NC_007605.1	100	99	30025	Epstein-Barr virus
SRR6144230	NC_007605.1	100	99	32451	Epstein-Barr virus
SRR6144231	NC_007605.1	100	99	48348	Epstein-Barr virus
SRR6144232	NC_007605.1	100	99	56851	Epstein-Barr virus
SRR6144233	NC_007605.1	93	99	26269	Epstein-Barr virus
SRR6144234	NC_007605.1	100	99	26037	Epstein-Barr virus
SRR6122528	NC_007605.1	100	98	32930	Epstein-Barr virus
SRR6235239	NC_007605.1	98	99	49498	Epstein-Barr virus
SRR6235240	NC_007605.1	98	99	57361	Epstein-Barr virus
SRR6235241	NC_007605.1	98	99	65776	Epstein-Barr virus
